h1,h2,tr,comp,tr2,tr1,gx1,gx2,fx1,x1prod,fx2,x2prod,ch2,ch1,htgx1,htgx2,htx1prod,htx2prod,tgx1,tgx2,tx1prod,tx2prod
0,-4.6638155,1,0,0,1,4.1006999,-2.715456,.3491232686448379,1.4316498,0,,5.1643629,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6604323,1,0,0,1,4.1006999,-2.7126534,.3491232686448379,1.4316498,0,,5.1609797,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6570497,1,0,0,1,4.1006999,-2.7098515,.3491232686448379,1.4316498,0,,5.1575971,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.653667,1,0,0,1,4.1006999,-2.7070494,.3491232686448379,1.4316498,0,,5.1542144,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6502838,1,0,0,1,4.1006999,-2.704247,.3491232686448379,1.4316498,0,,5.1508312,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6469011,1,0,0,1,4.1006999,-2.7014449,.3491232686448379,1.4316498,0,,5.1474485,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.643518,1,0,0,1,4.1006999,-2.6986425,.3491232686448379,1.4316498,0,,5.1440654,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6401353,1,0,0,1,4.1006999,-2.6958404,.3491232686448379,1.4316498,0,,5.1406827,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6367526,1,0,0,1,4.1006999,-2.6930385,.3491232686448379,1.4316498,0,,5.1373,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6333694,1,0,0,1,4.1006999,-2.6902361,.3491232686448379,1.4316498,0,,5.1339169,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6299868,1,0,0,1,4.1006999,-2.687434,.3491232686448379,1.4316498,0,,5.1305342,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6266041,1,0,0,1,4.1006999,-2.6846321,.3491232686448379,1.4316498,0,,5.1271515,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6232209,1,0,0,1,4.1006999,-2.6818295,.3491232686448379,1.4316498,0,,5.1237683,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6198382,1,0,0,1,4.1006999,-2.6790276,.3491232686448379,1.4316498,0,,5.1203856,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6164556,1,0,0,1,4.1006999,-2.6762254,.3491232686448379,1.4316498,0,,5.117003,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6130724,1,0,0,1,4.1006999,-2.6734231,.3491232686448379,1.4316498,0,,5.1136198,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6096897,1,0,0,1,4.1006999,-2.6706209,.3491232686448379,1.4316498,0,,5.1102371,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.606307,1,0,0,1,4.1006999,-2.667819,.3491232686448379,1.4316498,0,,5.1068544,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.6029239,1,0,0,1,4.1006999,-2.6650167,.3491232686448379,1.4316498,0,,5.1034713,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
0,-4.5995412,1,0,0,1,4.1006999,-2.6622145,.3491232686448379,1.4316498,0,,5.1000886,.51056397,6.1295557,4.4312887,2.1399705,,7.5847754,7.5847754,2.6480217,
